lei,ementa
"Lei nº 14.366, de 8.6.2022Publicada no DOU de 9 .6.2022","Dispõe sobre a prorrogação excepcional de prazos de isenção, de redução a zero de alíquotas ou de suspensão de tributos em regimes especiais de drawback ; altera as Leis nºs 9.365, de 16 de dezembro de 1996, 13.483, de 21 de setembro de 2017, 10.893, de 13 de julho de 2004, e 14.060, de 23 de setembro de 2020; e revoga dispositivo da Lei nº 12.546, de 14 de dezembro de 2011 ."
"Lei nº 14.365, de 2.6.2022Publicada no DOU de 3 .6.2022","Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105, de 16 de março de 2015 (Código de Processo Civil), e o Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para incluir disposições sobre a atividade privativa de advogado, a fiscalização, a competência, as prerrogativas, as sociedades de advogados, o advogado associado, os honorários advocatícios, os limites de impedimentos ao exercício da advocacia e a suspensão de prazo no processo penal .  Mensagem de veto"
"Lei nº 14.364, de 1º.6.2022Publicada no DOU de 2 .6.2022","Altera a Lei nº 10.048, de 8 de novembro de 2000, para garantir direitos aos acompanhantes das pessoas com prioridade de atendimento, nas condições que especifica ."
"Lei nº 14.363, de 1º.6.2022Publicada no DOU de 2 .6.2022","Confere o título de Capital Nacional da Cerâmica de Alta Temperatura à cidade de Cunha, no Estado de São Paulo ."
"Lei nº 14.362, de 1º.6.2022Publicada no DOU de 2 .6.2022","Abre crédito extraordinário em favor do Ministério da Infraestrutura, no valor de R$ 418.000.000,00 (quatrocentos e dezoito milhões de reais), para o fim que especifica."
"Lei nº 14.361, de 1º.6.2022Publicada no DOU de 2 .6.2022","Abre crédito extraordinário em favor do Ministério do Desenvolvimento Regional, no valor de R$ 550.000.000,00 (quinhentos e cinquenta milhões de reais), para o fim que especifica."
"Lei nº 14.360, de 1º.6.2022Publicada no DOU de 2 .6.2022","Altera a Lei nº 8.212, de 24 de julho de 1991, para dispor sobre a divulgação do resultado financeiro do Regime Geral de Previdência Social; e revoga dispositivos da Lei nº 12.546, de 14 de dezembro de 2011."
"Lei nº 14.359, de 1º.6.2022Publicada no DOU de 2 .6.2022","Abre crédito extraordinário em favor do Ministério da Cidadania, no valor de R$ 700.000.000,00 (setecentos milhões de reais), para os fins que especifica."
"Lei nº 14.358, de 1º.6.2022Publicada no DOU de 2 .6.2022",Dispõe sobre o valor do salário-mínimo a vigorar a partir de 1º de janeiro de 2022.
"Lei nº 14.357, de 1º.6.2022Publicada no DOU de 2 .6.2022","Abre crédito extraordinário em favor do Ministério da Cidadania, no valor de R$ 167.288.600,00 (cento e sessenta e sete milhões duzentos e oitenta e oito mil e seiscentos reais), para o fim que especifica."
"Lei nº 14.356, de 31.5.2022Publicada no DOU de 1º .6.2022","Altera a Lei nº 12.232, de 29 de abril de 2010, para dispor sobre as contratações de serviços de comunicação institucional, e a Lei nº 9.504, de 30 de setembro de 1997, para dispor sobre gastos com publicidade dos órgãos públicos no primeiro semestre do ano de eleição."
"Lei nº 14.355, de 31.5.2022Publicada no DOU de 31 .5.2022 - Edição extra","Altera a Lei nº 11.371, de 28 de novembro de 2006, para dispor sobre a redução na alíquota do imposto sobre a renda incidente sobre as operações que menciona."
"Lei nº 14.354, de 30.5.2022Publicada no DOU de 31 .5.2022",Institui o Dia Nacional do Espiritismo .
"Lei nº 14.353, de 26.5.2022Publicada no DOU de 27 .5.2022","Dispõe sobre procedimentos de suspensão de concessões ou de outras obrigações na hipótese de descumprimento de obrigações multilaterais por membro da Organização Mundial do Comércio (OMC); e altera a Lei nº 12.270, de 24 de junho de 2010."
"Lei nº 14.352, de 25.5.2022Publicada no DOU de 26 .5.2022","Altera a Lei nº 14.194, de 20 de agosto de 2021, que dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2022.  Mensagem de veto"
"Lei nº 14.351, de 25.5.2022Publicada no DOU de 26 .5.2022","Institui o Programa Internet Brasil; e altera as Leis nºs 4.117, de 27 de agosto de 1962 (Código Brasileiro de Telecomunicações), 5.768, de 20 de dezembro de 1971, 9.612, de 19 de fevereiro de 1998, 13.424, de 28 de março de 2017, e 14.172, de 10 de junho de 2021 ."
"Lei nº 14.350, de 25.5.2022Publicada no DOU de 26 .5.2022","Altera as Leis nºs 11.096, de 13 de janeiro de 2005, e 11.128, de 28 de junho de 2005, e a Lei Complementar nº 187, de 16 de dezembro de 2021, para aperfeiçoar a sistemática de operação do Programa Universidade para Todos (Prouni) ."
"Lei nº 14.349, de 25.5.2022Publicada no DOU de 26 .5.2022","Confere ao Município de Santa Rosa, no Rio Grande do Sul, o título de Berço Nacional da Soja ."
"Lei nº 14.348, de 25.5.2022Publicada no DOU de 26 .5.2022","Altera as Leis nºs 13.999, de 18 de maio de 2020, e 14.161, de 2 de junho de 2021, para estabelecer melhores condições de sustentabilidade ao Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe) como política oficial de crédito permanente no tratamento diferenciado e favorecido aos beneficiários desse programa, e a Lei nº 14.257, de 1º de dezembro de 2021, para aprimorar o Programa de Estímulo ao Crédito (PEC); revoga dispositivo da Lei nº 14.042, de 19 de agosto de 2020; e dá outras providências.  Mensagem de veto"
"Lei nº 14.347, de 25.5.2022Publicada no DOU de 26 .5.2022","Abre crédito extraordinário em favor do Ministério da Saúde, no valor de R$ 6.412.000.000,00 (seis bilhões quatrocentos e doze milhões de reais), para os fins que especifica."
"Lei nº 14.346, de 25.5.2022Publicada no DOU de 26 .5.2022","Altera a Lei Complementar nº 79, de 7 de janeiro de 1994, para dispor sobre o percentual mínimo do repasse obrigatório da União aos fundos dos Estados, do Distrito Federal e dos Municípios."
"Lei nº 14.345, de 24.5.2022Publicada no DOU de 25 .5.2022","Altera as Leis nºs 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação), e 13.019, de 31 de julho de 2014 (Marco Regulatório das Organizações da Sociedade Civil), para garantir pleno acesso a informações relacionadas a parcerias entre a Administração Pública e as organizações da sociedade civil, bem como para assegurar a ex-prefeitos e ex-governadores acesso aos registros de convênios celebrados durante a sua gestão em sistema mantido pela União.  Mensagem de veto"
"Lei nº 14.344, de 24.5.2022Publicada no DOU de 25 .5.2022","Cria mecanismos para a prevenção e o enfrentamento da violência doméstica e familiar contra a criança e o adolescente, nos termos do § 8º do art. 226 e do § 4º do art. 227 da Constituição Federal e das disposições específicas previstas em tratados, convenções ou acordos internacionais de que o Brasil seja parte; altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e as Leis nºs 7.210, de 11 de julho de 1984 (Lei de Execução Penal), 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), 8.072, de 25 de julho de 1990 (Lei de Crimes Hediondos), e 13.431, de 4 de abril de 2017, que estabelece o sistema de garantia de direitos da criança e do adolescente vítima ou testemunha de violência; e dá outras providências."
"Lei nº 14.343, de 19.5.2022Publicada no DOU de 20 .5.2022",Autoriza o Poder Executivo federal a doar imunizantes contra a covid-19 a outros países em caráter de cooperação humanitária internacional.
"Lei nº 14.342, de 18.5.2022Publicada no DOU de 19 .5.2022","Institui o benefício extraordinário destinado às famílias beneficiárias do Programa Auxílio Brasil, de que trata a Lei nº 14.284, de 29 de dezembro de 2021; e altera a Lei nº 10.779, de 25 de novembro de 2003 ."
"Lei nº 14.341, de 18.5.2022Publicada no DOU de 19 .5.2022","Dispõe sobre a Associação de Representação de Municípios; e altera a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil) .  Mensagem de veto"
"Lei nº 14.340, de 18.5.2022Publicada no DOU de 19 .5.2022","Altera a Lei nº 12.318, de 26 de agosto de 2010, para modificar procedimentos relativos à alienação parental, e a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para estabelecer procedimentos adicionais para a suspensão do poder familiar ."
"Lei nº 14.339, de 18.5.2022Publicada no DOU de 19 .5.2022","Denomina “Aeroporto de Angra dos Reis/Rio de Janeiro – Carmelo Jordão” o aeroporto situado no Município de Angra dos Reis, Estado do Rio de Janeiro ."
"Lei nº 14.338, de 11.5.2022Publicada no DOU de 12 .5.2022","Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de medicamentos ."
"Lei nº 14.337, de 11.5.2022Publicada no DOU de 12 .5.2022","Abre ao Orçamento Fiscal da União, em favor de Transferências a Estados, Distrito Federal e Municípios, crédito especial no valor de R$ 7.676.200.000,00, para o fim que especifica."
"Lei nº 14.336, de 11.5.2022Publicada no DOU de 12 .5.2022","Abre ao Orçamento Fiscal da União, em favor de diversos órgãos do Poder Executivo e de Transferências a Estados, Distrito Federal e Municípios, e de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 2.572.154.060,00, para reforço de dotações constantes da Lei Orçamentária vigente ."
"Lei nº 14.335, de 10.5.2022Publicada no DOU de 11 .5.2022","Altera a Lei nº 11.664, de 29 de abril de 2008, para dispor sobre a atenção integral à mulher na prevenção dos cânceres do colo uterino, de mama e colorretal."
"Lei nº 14.334, de 10.5.2022Publicada no DOU de 11 .5.2022",Dispõe sobre a impenhorabilidade de bens de hospitais filantrópicos e Santas Casas de Misericórdia.
"Lei nº 14.333, de 4.5.2022Publicada no DOU de 5 .5.2022","Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para dispor sobre a garantia de mobiliário, equipamentos e materiais pedagógicos adequados à idade e às necessidades específicas de cada aluno."
"Lei nº 14.332, de 4.5.2022Publicada no DOU de 5 .5.2022",Dispõe sobre a arrecadação de recursos por entidades beneficentes de assistência social por meio de títulos de capitalização .
"Lei nº 14.331, de 4.5.2022Publicada no DOU de 5 .5.2022","Altera a Lei nº 13.876, de 20 de setembro de 2019, e a Lei nº 8.213, de 24 de julho de 1991, para dispor sobre o pagamento de honorários periciais e sobre os requisitos da petição inicial em litígios e em medidas cautelares relativos a benefícios assistenciais e previdenciários por incapacidade; e revoga dispositivo da Lei nº 8.620, de 5 de janeiro de 1993 ."
"Lei nº 14.330, de 4.5.2022Publicada no DOU de 5 .5.2022","Altera a Lei nº 13.675, de 11 de junho de 2018, para incluir o Plano Nacional de Prevenção e Enfrentamento à Violência contra a Mulher como instrumento de implementação da Política Nacional de Segurança Pública e Defesa Social (PNSPDS)."
"Lei nº 14.329, de 3.5.2022Publicada no DOU de 4 .5.2022",Institui o Dia Nacional do Profissional de Logística .
"Lei nº 14.328, de 20.4.2022Publicada no DOU de 25 .4.2022",Institui o mês de julho como Mês Nacional do Combate ao Câncer de Cabeça e Pescoço .
"Lei nº 14.327, de 13.4.2022Publicada no DOU de 14 .4.2022","Dispõe sobre requisitos mínimos de segurança para a fabricação, a construção, a instalação e o funcionamento de piscinas ou similares e sobre a responsabilidade em caso de seu descumprimento . Mensagem de veto"
"Lei nº 14.326, de 12.4.2022Publicada no DOU de 13 .4.2022","Altera a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para assegurar à mulher presa gestante ou puérpera tratamento humanitário antes e durante o trabalho de parto e no período de puerpério, bem como assistência integral à sua saúde e à do recém-nascido."
"Lei nº 14.325, de 12.4.2022Publicada no DOU de 13 .4.2022","Altera a Lei nº 14.113, de 25 de dezembro de 2020, para dispor sobre a utilização dos recursos extraordinários recebidos pelos Estados, pelo Distrito Federal e pelos Municípios em decorrência de decisões judiciais relativas ao cálculo do valor anual por aluno para a distribuição dos recursos oriundos dos fundos e da complementação da União ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério (Fundef), previstos na Lei nº 9.424, de 24 de dezembro de 1996, ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb) 2007-2020 e ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb) permanente ."
"Lei nº 14.324, de 12.4.2022Publicada no DOU de 13 .4.2022",Institui o dia 13 de março como Dia Nacional de Luta contra a Endometriose e a Semana Nacional de Educação Preventiva e de Enfrentamento à Endometriose .
"Lei nº 14.323, de 12.4.2022Publicada no DOU de 13 .4.2022","Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento e da Agência Nacional de Saúde Suplementar (ANS)."
"Lei nº 14.322, de 6.4.2022Publicada no DOU de 7 .4.2022","Altera a Lei nº 11.343, de 23 de agosto de 2006 (Lei Antidrogas), para excluir a possibilidade de restituição ao lesado do veículo usado para transporte de droga ilícita e para permitir a alienação ou o uso público do veículo independentemente da habitualidade da prática criminosa ."
"Lei nº 14.321, de 31.3.2022Publicada no DOU de 1º .4.2022","Altera a Lei nº 13.869, de 5 de setembro de 2019, para tipificar o crime de violência institucional ."
"Lei nº 14.320, de 31.3.2022Publicada no DOU de 1º .4.2022","Institui o Dia Nacional de Conscientização das Doenças Cardiovasculares na Mulher, a ser celebrado no dia 14 de maio ."
"Lei nº 14.319, de 31.3.2022Publicada no DOU de 1º .4.2022","Dispõe sobre a transformação de cargos de Defensor Público Federal, para adequação à criação do Tribunal Regional Federal da 6ª Região e ao disposto no § 3º do art. 14 e no art. 19 da Lei Complementar nº 80, de 12 de janeiro de 1994 .  Mensagem de veto"
"Lei nº 14.318, de 29.3.2022Publicada no DOU de 30 .3.2022","Altera a Lei nº 9.800, de 26 de maio de 1999, e a Lei nº 11.419, de 19 de dezembro de 2006, para prever hipóteses de cabimento de utilização de sistema de protocolo integrado judicial de caráter nacional ."
"Lei nº 14.317, de 29.3.2022Publicada no DOU de 30 .3.2022","Altera a Lei nº 7.940, de 20 de dezembro de 1989, para modificar a forma de cálculo da Taxa de Fiscalização dos mercados de títulos e valores mobiliários, e a Lei nº 6.385, de 7 de dezembro de 1976; e revoga dispositivos das Leis nºs 8.383, de 30 de dezembro de 1991, 9.457, de 5 de maio de 1997, 11.076, de 30 de dezembro de 2004, 11.908, de 3 de março de 2009, e 12.249, de 11 de junho de 2010 ."
"Lei nº 14.316, de 29.3.2022Publicada no DOU de 30 .3.2022","Altera as Leis nºs 13.756, de 12 de dezembro de 2018, e 13.675, de 11 de junho de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher ."
"Lei nº 14.315, de 28.3.2022Publicada no DOU de 29 .3.2022","Confere ao Munícipio de Campo Grande, no Estado de Mato Grosso do Sul, o título de Capital Nacional do Chamamé ."
"Lei nº 14.314, de 24.3.2022Publicada no DOU de 25 .3.2022","Altera a Lei Complementar nº 173, de 27 de maio de 2020, para ajustar o período de suspensão da contagem dos prazos de validade dos concursos públicos em razão dos impactos econômicos decorrentes da emergência de saúde pública de importância internacional decorrente da covid-19."
